Datetime;load_kW;units
2015-02-02 04:00:00+00:00;0.226477;un_kW
2015-02-02 05:00:00+00:00;0.226544;un_kW
2015-02-02 06:00:00+00:00;0.60426;un_kW
2015-02-02 07:00:00+00:00;0.521174;un_kW
2015-02-02 08:00:00+00:00;0.356441;un_kW
2015-02-02 09:00:00+00:00;0.347668;un_kW
2015-02-02 10:00:00+00:00;0.260202;un_kW
2015-02-02 11:00:00+00:00;0.245621;un_kW
2015-02-02 12:00:00+00:00;0.217354;un_kW
2015-02-02 13:00:00+00:00;0.209863;un_kW
2015-02-02 14:00:00+00:00;0.217363;un_kW
2015-02-02 15:00:00+00:00;0.209447;un_kW
2015-02-02 16:00:00+00:00;0.230492;un_kW
2015-02-02 17:00:00+00:00;0.257187;un_kW
2015-02-02 18:00:00+00:00;0.334565;un_kW
2015-02-02 19:00:00+00:00;0.451666;un_kW
2015-02-02 20:00:00+00:00;0.386183;un_kW
2015-02-02 21:00:00+00:00;0.346165;un_kW
2015-02-02 22:00:00+00:00;0.311619;un_kW
2015-02-02 23:00:00+00:00;0.225418;un_kW
2015-02-03 00:00:00+00:00;0.23068;un_kW
2015-02-03 01:00:00+00:00;0.223049;un_kW
2015-02-03 02:00:00+00:00;0.217267;un_kW
2015-02-03 03:00:00+00:00;0.217424;un_kW
2015-02-03 04:00:00+00:00;0.229162;un_kW
2015-02-03 05:00:00+00:00;0.231267;un_kW
2015-02-03 06:00:00+00:00;0.320245;un_kW
2015-02-05 14:00:00+00:00;0.287028;un_kW
2015-02-05 15:00:00+00:00;0.223484;un_kW
2015-02-05 16:00:00+00:00;0.221428;un_kW
2015-02-05 17:00:00+00:00;0.281051;un_kW
2015-02-05 18:00:00+00:00;0.459992;un_kW
2015-02-05 19:00:00+00:00;0.484601;un_kW
2015-02-05 20:00:00+00:00;0.621329;un_kW
2015-02-05 21:00:00+00:00;0.383532;un_kW
2015-02-05 22:00:00+00:00;0.445033;un_kW
2015-02-05 23:00:00+00:00;0.330904;un_kW
