Datetime;load_kW;units_x;generation_norm_kW;units_y;gen_scaled;residual_load_wo_stor;Feed_in_wo_stor;curtailment_wo_stor;SOC;charge;discharge;residual_load_w_stor;Feed_in_w_stor;curtailment_w_stor
2015-06-01 20:00:00+00:00;0.751862;un_kW;0.0;un_kW;0.0;0.751862;0.0;0.0;0.06995582563500008;0.0;0.3964163452650005;0.3554456547349995;0.0;0.0
2015-06-01 21:00:00+00:00;0.230031;un_kW;0.0;un_kW;0.0;0.230031;0.0;0.0;0.010493373845250016;0.0;0.05946245178975006;0.17056854821024994;0.0;0.0
2015-06-01 22:00:00+00:00;0.256322;un_kW;0.0;un_kW;0.0;0.256322;0.0;0.0;0.0015740060767875028;0.0;0.008919367768462513;0.24740263223153747;0.0;0.0
2015-06-01 23:00:00+00:00;0.143828;un_kW;0.0;un_kW;0.0;0.143828;0.0;0.0;0.00023610091151812546;0.0;0.0013379051652693773;0.14249009483473063;0.0;0.0
2015-06-02 00:00:00+00:00;0.134839;un_kW;0.0;un_kW;0.0;0.134839;0.0;0.0;3.541513672771881e-05;0.0;0.00020068577479040664;0.13463831422520958;0.0;0.0
2015-06-02 01:00:00+00:00;0.131222;un_kW;0.0;un_kW;0.0;0.131222;0.0;0.0;5.312270509157821e-06;0.0;3.0102866218560992e-05;0.13119189713378143;0.0;0.0
2015-06-02 02:00:00+00:00;0.156706;un_kW;0.0;un_kW;0.0;0.156706;0.0;0.0;7.968405763736732e-07;0.0;4.515429932784148e-06;0.15670148457006722;0.0;0.0
2015-06-02 03:00:00+00:00;0.155016;un_kW;0.0;un_kW;0.0;0.155016;0.0;0.0;1.1952608645605096e-07;0.0;6.773144899176222e-07;0.15501532268551008;0.0;0.0
2015-06-02 04:00:00+00:00;0.157308;un_kW;0.01;un_kW;0.031091478060000025;0.12621652194;0.0;0.0;1.7928912968407646e-08;0.0;1.0159717348764331e-07;0.1262164203428265;0.0;0.0
2015-06-02 05:00:00+00:00;0.147493;un_kW;0.039;un_kW;0.12125676443400009;0.026236235565999924;0.0;0.0;2.6893369452611476e-09;0.0;1.52395760231465e-08;0.0262362203264239;0.0;0.0
2015-06-02 06:00:00+00:00;0.151915;un_kW;0.095;un_kW;0.2953690415700002;-0.14345404157000022;0.14345404157000022;0.0;0.14345404425933717;0.14345404157000022;0.0;0.0;0.0;0.0
2015-06-02 07:00:00+00:00;0.13401;un_kW;0.209;un_kW;0.6498118914540004;-0.5158018914540005;0.5158018914540005;0.0;0.6592559357133376;0.5158018914540005;0.0;0.0;0.0;0.0
2015-06-02 08:00:00+00:00;0.133067;un_kW;0.427;un_kW;1.327606113162001;-1.194539113162001;1.194539113162001;0.0;1.8537950488753385;1.194539113162001;0.0;0.0;0.0;0.0
2015-06-02 09:00:00+00:00;0.13225;un_kW;0.52;un_kW;1.6167568591200012;-1.4845068591200012;1.4845068591200012;0.0;3.1091478060000024;1.2553527571246639;0.0;-0.22915410199533737;0.22915410199533737;0.0
2015-06-02 10:00:00+00:00;0.144724;un_kW;0.614;un_kW;1.9090167528840014;-1.7642927528840013;1.7642927528840013;0.0;3.1091478060000024;0.0;0.0;-1.7642927528840013;1.7642927528840013;0.0
2015-06-02 11:00:00+00:00;0.458903;un_kW;0.702;un_kW;2.1826217598120015;-1.7237187598120014;1.7237187598120014;0.0;3.1091478060000024;0.0;0.0;-1.7237187598120014;1.7237187598120014;0.0
2015-06-02 12:00:00+00:00;0.464521;un_kW;0.71;un_kW;2.2074949422600016;-1.7429739422600017;1.7429739422600017;0.0;3.1091478060000024;0.0;0.0;-1.7429739422600017;1.7429739422600017;0.0
2015-06-02 13:00:00+00:00;0.268348;un_kW;0.65;un_kW;2.0209460739000016;-1.7525980739000016;1.7525980739000016;0.0;3.1091478060000024;0.0;0.0;-1.7525980739000016;1.7525980739000016;0.0
2015-06-02 14:00:00+00:00;0.187823;un_kW;0.549;un_kW;1.7069221454940016;-1.5190991454940015;1.5190991454940015;0.0;3.1091478060000024;0.0;0.0;-1.5190991454940015;1.5190991454940015;0.0
2015-06-02 15:00:00+00:00;0.172643;un_kW;0.412;un_kW;1.280968896072001;-1.1083258960720008;1.1083258960720008;0.0;3.1091478060000024;0.0;0.0;-1.1083258960720008;1.1083258960720008;0.0
2015-06-02 16:00:00+00:00;0.155731;un_kW;0.246;un_kW;0.7648503602760006;-0.6091193602760006;0.6091193602760006;0.0;3.1091478060000024;0.0;0.0;-0.6091193602760006;0.6091193602760006;0.0
2015-06-02 17:00:00+00:00;0.325924;un_kW;0.085;un_kW;0.2642775635100002;0.06164643648999979;0.0;0.0;1.7877599884500015;0.0;1.321387817550001;-1.259741381060001;1.259741381060001;0.0
2015-06-02 18:00:00+00:00;0.166436;un_kW;0.026;un_kW;0.08083784295600006;0.08559815704399994;0.0;0.0;0.4663721709000006;0.0;1.321387817550001;-1.235789660506001;1.235789660506001;0.0
