,capacity_optimistic,annex_optimistic,capacity_pessimistic,annex_pessimistic,capacity_max,annex_max,capacity_min,annex_min,capacity_mean,annex_mean
2009,3.528225270592043e-05,0.0,3.528225270592043e-05,0.0,3.528225270592043e-05,0.0,3.528225270592043e-05,0.0,3.528225270592043e-05,0.0
2010,5.85347874990855e-05,2.3252534793165068e-05,5.85347874990855e-05,2.3252534793165068e-05,5.85347874990855e-05,2.3252534793165068e-05,5.85347874990855e-05,2.3252534793165068e-05,5.85347874990855e-05,2.3252534793165068e-05
2011,9.711167017287292e-05,3.8576882673787426e-05,9.711167017287292e-05,3.8576882673787426e-05,9.711167017287292e-05,3.8576882673787426e-05,9.711167017287292e-05,3.8576882673787426e-05,9.711167017287292e-05,3.8576882673787426e-05
2012,0.00016111211516527227,6.400044499239934e-05,0.00016111211516527227,6.400044499239934e-05,0.00016111211516527227,6.400044499239934e-05,0.00016111211516527227,6.400044499239934e-05,0.00016111211516527227,6.400044499239934e-05
2013,0.0002672907795200291,0.00010617866435475682,0.0002672907795200291,0.00010617866435475682,0.0002672907795200291,0.00010617866435475682,0.0002672907795200291,0.00010617866435475682,0.0002672907795200291,0.00010617866435475682
2014,0.0004434433031034035,0.00017615252358337441,0.0004434433031034035,0.00017615252358337441,0.0004434433031034035,0.00017615252358337441,0.0004434433031034035,0.00017615252358337441,0.0004434433031034035,0.00017615252358337441
2015,0.000735680894226864,0.00029223759112346044,0.000735680894226864,0.00029223759112346044,0.000735680894226864,0.00029223759112346044,0.000735680894226864,0.00029223759112346044,0.000735680894226864,0.00029223759112346044
2016,0.0012204958266025967,0.0004848149323757328,0.0012204958266025967,0.0004848149323757328,0.0012204958266025967,0.0004848149323757328,0.0012204958266025967,0.0004848149323757328,0.0012204958266025967,0.0004848149323757328
2017,0.0020247693697354103,0.0008042735431328136,0.0020247693697354103,0.0008042735431328136,0.0020247693697354103,0.0008042735431328136,0.0020247693697354103,0.0008042735431328136,0.0020247693697354103,0.0008042735431328136
2018,0.003358940327255203,0.0013341709575197926,0.003358940327255203,0.0013341709575197926,0.003358940327255203,0.0013341709575197926,0.003358940327255203,0.0013341709575197926,0.003358940327255203,0.0013341709575197926
2019,0.005571962923891125,0.002213022596635922,0.005571962923891125,0.002213022596635922,0.005571962923891125,0.002213022596635922,0.005571962923891125,0.002213022596635922,0.005571962923891125,0.002213022596635922
2020,0.005792182627525551,0.00022021970363442656,0.005792182627525551,0.00022021970363442656,0.005792182627525551,0.00022021970363442656,0.005792182627525551,0.00022021970363442656,0.005792182627525551,0.00022021970363442656
2021,0.006021073138747019,0.00022889051122146776,0.006021073138747019,0.00022889051122146776,0.006021073138747019,0.00022889051122146776,0.006021073138747019,0.00022889051122146776,0.006021073138747019,0.00022889051122146776
2022,0.006385823534042241,0.0003647503952952215,0.006385823534042241,0.0003647503952952215,0.006385823534042241,0.0003647503952952215,0.006385823534042241,0.0003647503952952215,0.006385823534042241,0.0003647503952952215
2023,0.006772522490196436,0.0003866989561541953,0.006772522490196436,0.0003866989561541953,0.006772522490196436,0.0003866989561541953,0.006772522490196436,0.0003866989561541953,0.006772522490196436,0.0003866989561541953
2024,0.007182384039585143,0.00040986154938870735,0.007182384039585143,0.00040986154938870735,0.007182384039585143,0.00040986154938870735,0.007182384039585143,0.00040986154938870735,0.007182384039585143,0.00040986154938870735
2025,0.007616609540479408,0.0004342255008942643,0.007616609540479408,0.0004342255008942643,0.007616609540479408,0.0004342255008942643,0.007616609540479408,0.0004342255008942643,0.007616609540479408,0.0004342255008942643
2026,0.008076323814713286,0.0004597142742338786,0.008076323814713286,0.0004597142742338786,0.008076323814713286,0.0004597142742338786,0.008076323814713286,0.0004597142742338786,0.008076323814713286,0.0004597142742338786
2027,0.00856246378137158,0.00048613996665829336,0.00856246378137158,0.00048613996665829336,0.00856246378137158,0.00048613996665829336,0.00856246378137158,0.00048613996665829336,0.00856246378137158,0.00048613996665829336
2028,0.00907559128416599,0.0005131275027944106,0.00907559128416599,0.0005131275027944106,0.00907559128416599,0.0005131275027944106,0.00907559128416599,0.0005131275027944106,0.00907559128416599,0.0005131275027944106
2029,0.009615593865382565,0.0005400025812165744,0.009615593865382565,0.0005400025812165744,0.009615593865382565,0.0005400025812165744,0.009615593865382565,0.0005400025812165744,0.009615593865382565,0.0005400025812165744
2030,0.011681444143334503,0.0020658502779519385,0.011681444143334503,0.0020658502779519385,0.011681444143334503,0.0020658502779519385,0.011681444143334503,0.0020658502779519385,0.011681444143334503,0.0020658502779519385
2031,0.014146785095551739,0.0024653409522172355,0.014146785095551739,0.0024653409522172355,0.014217458322138611,0.0025360141788041083,0.014146785095551739,0.0024653409522172355,0.014146785095551739,0.0024653409522172355
