technology;registeration_year;stock_year;num_cars;sources;quality;date;modifier
tec_car;1995;2002;3009637;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2003;2908514;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2004;2805449;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2005;2669140;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2006;2530101;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2007;2362911;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2008;1874552;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2009;1666868;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2010;1348974;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2011;1167390;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2012;1025703;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2013;832486;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2014;702772;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2015;561422;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2016;475297;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2017;386846;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1995;2018;330614;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2001;3329423;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2002;3244052;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2003;3149339;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2004;3051302;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2005;2929013;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2006;2804337;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2007;2643356;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2008;2177130;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2009;2003920;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2010;1631390;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2011;1485649;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2012;1289940;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2013;1128010;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2014;915860;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2015;789713;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2016;637925;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2017;549521;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1996;2018;447139;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2001;3412805;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2002;3327280;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2003;3233995;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2004;3142774;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2005;3041710;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2006;2943046;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2007;2804828;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2008;2395447;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2009;2223056;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2010;1907467;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2011;1737733;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2012;1586701;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2013;1362461;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2014;1188585;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2015;984966;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2016;850326;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2017;700447;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1997;2018;600044;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2001;3644729;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2002;3561844;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2003;3461495;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2004;3360252;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2005;3264197;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2006;3175702;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2007;3049378;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2008;2658683;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2009;2502347;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2010;2207241;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2011;2064395;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2012;1884367;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2013;1704896;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2014;1467809;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2015;1303300;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2016;1100851;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2017;966073;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1998;2018;805294;KBA.2017b;1;2019-02-26;D. Baumann
tec_car;1999;2001;3789955;KBA.2017b;1;2019-02-26;D. Baumann
