,,,,,,,,,,,,degree_autarky_wo_storage,degree_autarky_w_storage,own_consumption_wo_stor,own_consumption_w_stor,pay_back,NPV,IRR
2020,single_family_house_2_persons,DE131,S2_pv_renewable_ninja_south,1,1,0.018,S1_PV_low_3_to10kW,S2_battery_low_path_6to12kWh,S_0_percent_degression,EEX_high,S3_high_price_hh,0.3797335502377167,0.5069102606224206,0.2898250011164036,0.38689040449241097,16.0,1544.0209202345513,0.03623400441041818
